REF_DATE,GEO,DGUID,Coordinate,Long-form data quality indicators – Housing characteristics (20):Tenure - Non-response rate[1],Symbol,Long-form data quality indicators – Housing characteristics (20):Tenure - Imputation rate[2],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Non-response rate[3],Symbol,Long-form data quality indicators – Housing characteristics (20):Condominium status - Imputation rate[4],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Non-response rate[5],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of rooms - Imputation rate[6],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Non-response rate[7],Symbol,Long-form data quality indicators – Housing characteristics (20):Number of bedrooms - Imputation rate[8],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Non-response rate[9],Symbol,Long-form data quality indicators – Housing characteristics (20):Period of construction - Imputation rate[10],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Non-response rate[11],Symbol,Long-form data quality indicators – Housing characteristics (20):Dwelling condition - Imputation rate[12],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Non-response rate[13],Symbol,Long-form data quality indicators – Housing characteristics (20):Rent monthly cash - Imputation rate[14],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Non-response rate[15],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly mortgage payments - Imputation rate[16],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Non-response rate[17],Symbol,Long-form data quality indicators – Housing characteristics (20):Value (owner estimated) - Imputation rate[18],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Non-response rate[19],Symbol,Long-form data quality indicators – Housing characteristics (20):Monthly use or occupancy payment for dwelling - Imputation rate[20],Symbol
2021,Bécancour (2438010) V,2021A00052438010,302,2.1,,1.6,,1.7,,1.4,,1.6,,2.3,,1.7,,1.9,,2.1,,2.1,,2.1,,2.1,,5.4,,5.4,,5.0,,5.1,,6.2,,7.2,,0.0,,0.0,
2021,Wôlinak (2438802) IRI,2021A00052438802,303,15.8,,15.8,,15.8,,10.5,,15.8,,15.8,,15.8,,15.8,,21.1,,21.1,,15.8,,15.8,,33.3,,33.3,,0.0,,0.0,,0.0,,25.0,,0.0,,0.0,
2021,Yamachiche (2451020) MÉ,2021A00052451020,304,2.1,,1.7,,3.0,,2.6,,2.9,,3.3,,2.9,,2.9,,3.3,,3.3,,2.9,,2.9,,5.7,,5.7,,7.4,,7.4,,8.6,,9.2,,0.0,,0.0,
2021,"Shawinigan (CA), Que.",2021S0504444,305,3.3,,2.6,,2.9,,2.4,,2.8,,3.6,,2.9,,3.1,,4.7,,4.7,,3.1,,3.1,,4.9,,5.4,,4.9,,5.3,,6.5,,8.0,,0.0,,0.0,
2021,Shawinigan (2436033) V,2021A00052436033,306,3.3,,2.6,,2.9,,2.4,,2.8,,3.6,,2.9,,3.1,,4.7,,4.7,,3.1,,3.1,,4.9,,5.4,,4.9,,5.3,,6.5,,8.0,,0.0,,0.0,
2021,"Drummondville (CMA), Que.",2021S0503447,307,2.7,,2.2,,2.5,,2.2,,2.5,,3.5,,2.4,,2.5,,4.4,,4.4,,2.6,,2.6,,4.5,,4.9,,4.3,,4.5,,5.6,,6.8,,0.0,,0.0,
2021,Lefebvre (2449020) MÉ,2021A00052449020,308,4.2,,2.8,,2.9,,2.9,,4.2,,4.2,,4.2,,4.2,,4.2,,4.2,,2.8,,2.8,,0.0,,0.0,,8.6,,8.6,,10.3,,10.3,,0.0,,0.0,
2021,L'Avenir (2449025) MÉ,2021A00052449025,309,1.9,,0.0,,0.0,,0.0,,0.0,,1.9,,0.0,,0.0,,1.9,,1.9,,0.0,,0.0,,0.0,,0.0,,9.8,,9.8,,12.2,,12.2,,0.0,,0.0,
2021,Saint-Lucien (2449030) MÉ,2021A00052449030,310,4.4,,3.8,,4.4,,4.4,,4.4,,6.9,,3.8,,3.8,,5.0,,5.0,,4.4,,4.4,,0.0,,0.0,,7.6,,8.3,,10.3,,11.0,,0.0,,0.0,
2021,Wickham (2449040) MÉ,2021A00052449040,311,1.0,,1.0,,1.5,,1.5,,1.0,,1.9,,1.0,,1.4,,2.4,,2.4,,1.0,,1.0,,0.0,,0.0,,3.4,,4.1,,4.1,,5.4,,0.0,,0.0,
2021,Saint-Germain-de-Grantham (2449048) MÉ,2021A00052449048,312,1.5,,1.2,,1.0,,1.3,,1.2,,2.7,,0.7,,0.7,,1.2,,1.2,,1.5,,1.5,,4.1,,4.1,,4.0,,4.7,,6.0,,7.4,,0.0,,0.0,
2021,Drummondville (2449058) V,2021A00052449058,313,2.7,,2.2,,2.5,,2.2,,2.5,,3.5,,2.4,,2.5,,4.8,,4.8,,2.6,,2.6,,4.4,,4.8,,3.7,,3.9,,4.8,,6.1,,0.0,,0.0,
2021,Saint-Cyrille-de-Wendover (2449070) MÉ,2021A00052449070,314,4.3,,3.7,,4.4,,4.1,,4.3,,5.6,,4.3,,4.3,,5.3,,5.3,,4.0,,4.0,,7.8,,7.8,,6.6,,7.3,,7.6,,9.0,,0.0,,0.0,
2021,Notre-Dame-du-Bon-Conseil (2449075) VL,2021A00052449075,315,3.5,,3.5,,2.8,,2.8,,3.5,,6.3,,2.8,,3.5,,2.8,,2.8,,3.5,,3.5,,8.9,,8.9,,3.1,,3.1,,6.1,,9.2,,0.0,,0.0,
2021,Notre-Dame-du-Bon-Conseil (2449080) PE,2021A00052449080,316,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.3,,5.8,,5.8,,7.2,,0.0,,0.0,
2021,Saint-Majorique-de-Grantham (2449095) PE,2021A00052449095,317,1.9,,0.0,,0.0,,0.0,,1.9,,1.9,,1.9,,1.9,,1.9,,1.9,,0.0,,0.0,,0.0,,0.0,,6.1,,6.1,,7.3,,7.3,,0.0,,0.0,
2021,Saint-Edmond-de-Grantham (2449100) PE,2021A00052449100,318,3.3,,3.3,,3.5,,3.5,,3.3,,6.7,,3.3,,3.3,,3.3,,3.3,,3.3,,3.3,,0.0,,0.0,,7.8,,7.8,,11.8,,11.8,,0.0,,0.0,
2021,Saint-Bonaventure (2449125) MÉ,2021A00052449125,319,2.3,,0.0,,2.5,,2.5,,0.0,,0.0,,0.0,,0.0,,2.3,,2.3,,0.0,,0.0,,0.0,,0.0,,9.0,,9.0,,11.9,,11.9,,0.0,,0.0,
2021,"Granby (CA), Que.",2021S0504450,320,3.0,,2.7,,3.2,,2.6,,2.9,,4.0,,2.8,,2.9,,4.2,,4.2,,3.1,,3.1,,5.1,,5.5,,4.4,,4.6,,5.7,,7.0,,0.0,,0.0,
2021,Bromont (2446078) V,2021A00052446078,321,2.0,,2.0,,2.6,,2.0,,2.0,,3.1,,2.0,,2.2,,2.4,,2.4,,2.5,,2.5,,4.6,,5.0,,3.9,,3.9,,4.6,,5.2,,0.0,,0.0,
2021,Saint-Alphonse-de-Granby (2447010) MÉ,2021A00052447010,322,4.0,,4.0,,3.7,,3.7,,4.4,,6.0,,4.0,,4.4,,4.4,,4.4,,4.0,,4.0,,11.5,,11.5,,5.9,,5.9,,6.4,,8.2,,0.0,,0.0,
2021,Granby (2447017) V,2021A00052447017,323,3.2,,2.7,,3.2,,2.5,,2.9,,3.9,,2.8,,2.9,,4.4,,4.4,,3.1,,3.1,,5.0,,5.4,,3.9,,4.1,,5.4,,6.8,,0.0,,0.0,
2021,Roxton Pond (2447047) MÉ,2021A00052447047,324,1.7,,1.7,,3.3,,2.7,,2.6,,4.3,,2.6,,2.9,,2.9,,2.9,,2.3,,2.3,,9.7,,9.7,,6.6,,6.6,,6.9,,8.0,,0.0,,0.0,
2021,Saint-Paul-d'Abbotsford (2455015) MÉ,2021A00052455015,325,5.1,,5.1,,6.7,,5.8,,5.1,,7.2,,5.1,,5.1,,7.2,,7.2,,5.9,,5.9,,10.5,,13.2,,11.2,,11.2,,13.4,,15.0,,0.0,,0.0,
2021,"Saint-Hyacinthe (CA), Que.",2021S0504452,326,2.6,,2.1,,2.6,,2.1,,2.4,,3.8,,2.4,,2.6,,3.5,,3.5,,2.4,,2.4,,4.3,,4.6,,3.7,,4.0,,5.1,,6.5,,0.0,,0.0,
2021,Saint-Hyacinthe (2454048) V,2021A00052454048,327,2.6,,2.1,,2.6,,2.1,,2.5,,3.8,,2.4,,2.6,,3.6,,3.6,,2.4,,2.4,,4.3,,4.6,,3.6,,3.8,,4.9,,6.3,,0.0,,0.0,
2021,Saint-Dominique (2454060) MÉ,2021A00052454060,328,2.3,,2.3,,2.4,,2.4,,1.8,,2.8,,1.8,,1.8,,1.8,,1.8,,1.8,,1.8,,0.0,,6.3,,4.9,,5.5,,8.6,,9.2,,0.0,,0.0,
2021,"Sorel-Tracy (CA), Que.",2021S0504454,329,3.1,,2.5,,2.7,,2.4,,2.8,,3.6,,2.6,,2.7,,4.3,,4.3,,2.7,,2.7,,5.2,,5.6,,3.8,,4.0,,5.1,,6.4,,0.0,,0.0,
2021,Sainte-Victoire-de-Sorel (2453025) MÉ,2021A00052453025,330,2.7,,2.7,,1.8,,1.8,,1.8,,3.2,,1.8,,1.8,,1.8,,1.8,,1.8,,1.8,,12.9,,12.9,,5.3,,5.3,,7.4,,7.9,,0.0,,0.0,
2021,Saint-Joseph-de-Sorel (2453050) V,2021A00052453050,331,3.5,,2.3,,4.0,,2.9,,1.7,,4.6,,1.7,,1.7,,11.6,,11.6,,2.9,,2.9,,5.6,,5.6,,6.2,,6.2,,6.2,,7.7,,0.0,,0.0,
2021,Sorel-Tracy (2453052) V,2021A00052453052,332,3.0,,2.5,,2.6,,2.3,,2.8,,3.7,,2.6,,2.8,,4.2,,4.2,,2.7,,2.7,,4.8,,5.3,,3.4,,3.7,,4.8,,6.3,,0.0,,0.0,
2021,Sainte-Anne-de-Sorel (2453065) MÉ,2021A00052453065,333,4.3,,3.5,,3.6,,3.6,,3.5,,3.5,,3.5,,3.5,,3.5,,3.5,,3.6,,3.6,,10.3,,10.3,,5.6,,5.6,,5.6,,6.1,,0.0,,0.0,
2021,"Joliette (CA), Que.",2021S0504456,334,3.1,,2.6,,3.1,,2.7,,3.1,,3.7,,2.9,,3.1,,4.4,,4.4,,3.2,,3.2,,4.8,,5.1,,4.2,,4.6,,5.0,,6.5,,0.0,,0.0,
2021,Saint-Paul (2461005) MÉ,2021A00052461005,335,3.7,,3.0,,3.3,,2.8,,3.3,,3.5,,3.3,,3.7,,3.0,,3.0,,3.0,,3.0,,6.1,,6.1,,5.7,,6.4,,6.1,,7.7,,0.0,,0.0,
2021,Joliette (2461025) V,2021A00052461025,336,3.6,,3.0,,3.4,,3.1,,3.5,,4.2,,3.3,,3.5,,5.7,,5.7,,3.8,,3.8,,5.0,,5.5,,4.0,,4.3,,5.0,,6.8,,0.0,,0.0,
2021,Notre-Dame-des-Prairies (2461030) V,2021A00052461030,337,2.9,,2.4,,3.3,,2.9,,3.0,,4.0,,3.1,,3.0,,3.4,,3.4,,3.0,,3.0,,4.0,,4.0,,3.9,,4.2,,4.9,,6.4,,0.0,,0.0,
2021,Saint-Charles-Borromée (2461035) V,2021A00052461035,338,2.3,,2.0,,2.3,,1.8,,2.5,,3.0,,2.2,,2.3,,3.7,,3.7,,2.3,,2.3,,4.5,,4.8,,4.0,,4.0,,4.4,,5.3,,0.0,,0.0,
2021,"Montréal (CMA), Que.",2021S0503462,339,2.4,,2.1,,2.3,,1.8,,2.2,,3.7,,2.2,,2.4,,3.3,,3.3,,2.3,,2.3,,3.9,,4.1,,3.3,,3.4,,4.3,,5.8,,0.0,,0.0,
2021,Lavaltrie (2452007) V,2021A00052452007,340,3.8,,3.6,,3.8,,3.9,,3.7,,4.9,,3.7,,3.8,,4.6,,4.6,,4.3,,4.3,,5.0,,5.4,,5.0,,5.1,,6.2,,7.6,,0.0,,0.0,
2021,Richelieu (2455057) V,2021A00052455057,341,2.7,,2.1,,3.3,,2.7,,2.3,,3.1,,2.5,,2.7,,2.9,,2.9,,2.9,,2.9,,5.9,,5.9,,3.1,,3.4,,4.8,,7.1,,0.0,,0.0,
2021,Saint-Mathias-sur-Richelieu (2455065) MÉ,2021A00052455065,342,2.0,,1.8,,2.6,,2.3,,2.0,,2.8,,2.0,,2.3,,2.8,,2.8,,2.0,,2.0,,4.8,,4.8,,5.2,,5.2,,5.5,,8.1,,0.0,,0.0,
2021,Saint-Jean-sur-Richelieu (2456083) V,2021A00052456083,343,2.5,,2.0,,2.3,,1.9,,2.2,,3.0,,2.2,,2.3,,3.1,,3.1,,2.4,,2.4,,4.7,,5.0,,3.3,,3.4,,4.3,,5.9,,0.0,,0.0,
2021,Chambly (2457005) V,2021A00052457005,344,1.9,,1.9,,1.9,,1.7,,1.9,,2.9,,2.0,,2.1,,2.3,,2.3,,1.8,,1.8,,3.9,,4.2,,2.4,,2.4,,2.8,,3.6,,0.0,,0.0,
2021,Carignan (2457010) V,2021A00052457010,345,2.0,,1.9,,2.2,,1.9,,2.1,,3.4,,2.1,,2.5,,2.3,,2.3,,2.1,,2.1,,0.0,,0.0,,3.5,,3.5,,4.8,,5.7,,0.0,,0.0,
2021,Saint-Basile-le-Grand (2457020) V,2021A00052457020,346,2.1,,2.1,,2.2,,2.1,,2.4,,2.8,,2.3,,2.4,,2.7,,2.7,,2.3,,2.3,,3.5,,3.5,,3.4,,3.5,,3.9,,5.1,,0.0,,0.0,
2021,McMasterville (2457025) MÉ,2021A00052457025,347,3.9,,3.9,,4.4,,4.4,,4.1,,4.4,,4.1,,4.4,,4.8,,4.8,,4.4,,4.4,,4.9,,4.9,,5.4,,5.4,,6.0,,6.6,,0.0,,0.0,
2021,Otterburn Park (2457030) V,2021A00052457030,348,2.2,,2.1,,2.2,,2.1,,2.2,,2.5,,2.1,,2.2,,2.4,,2.4,,2.1,,2.1,,8.2,,8.2,,3.0,,3.0,,3.5,,4.2,,0.0,,0.0,
2021,Mont-Saint-Hilaire (2457035) V,2021A00052457035,349,1.9,,1.8,,1.9,,1.9,,2.1,,3.5,,1.9,,2.3,,2.2,,2.2,,1.9,,1.9,,4.7,,4.7,,2.7,,2.7,,3.3,,4.1,,0.0,,0.0,
2021,Beloeil (2457040) V,2021A00052457040,350,2.3,,1.9,,2.7,,2.1,,2.2,,3.4,,2.2,,2.3,,3.1,,3.1,,2.2,,2.2,,4.7,,5.3,,3.3,,3.5,,4.0,,4.9,,0.0,,0.0,
2021,Saint-Mathieu-de-Beloeil (2457045) MÉ,2021A00052457045,351,0.9,,0.9,,1.3,,1.3,,1.7,,4.3,,1.7,,2.6,,1.7,,1.7,,1.3,,1.3,,0.0,,0.0,,2.6,,2.6,,3.6,,5.6,,0.0,,0.0,
2021,Brossard (2458007) V,2021A00052458007,352,1.7,,1.6,,1.7,,1.3,,1.8,,2.7,,1.7,,1.9,,2.1,,2.1,,1.7,,1.7,,2.9,,3.1,,2.9,,3.0,,3.7,,5.1,,0.0,,0.0,
2021,Saint-Lambert (2458012) V,2021A00052458012,353,1.5,,1.2,,1.4,,0.6,,1.2,,2.5,,1.2,,1.4,,1.8,,1.8,,1.3,,1.3,,3.0,,3.3,,2.5,,2.7,,2.8,,3.7,,0.0,,0.0,
2021,Boucherville (2458033) V,2021A00052458033,354,1.2,,1.0,,1.0,,0.9,,1.0,,1.9,,1.0,,1.1,,1.1,,1.1,,1.1,,1.1,,2.9,,3.2,,1.8,,1.9,,2.3,,3.3,,0.0,,0.0,
2021,Saint-Bruno-de-Montarville (2458037) V,2021A00052458037,355,1.0,,0.9,,0.8,,0.6,,0.8,,1.8,,0.8,,0.9,,0.7,,0.7,,0.6,,0.6,,3.1,,3.1,,1.9,,2.1,,2.8,,3.9,,0.0,,0.0,
2021,Longueuil (2458227) V,2021A00052458227,356,2.3,,1.9,,2.2,,1.7,,2.1,,3.2,,2.1,,2.2,,3.5,,3.5,,2.2,,2.2,,3.6,,3.8,,3.2,,3.3,,4.2,,5.8,,0.0,,0.0,
2021,Sainte-Julie (2459010) V,2021A00052459010,357,1.5,,1.4,,1.5,,1.2,,1.7,,2.4,,1.5,,1.6,,1.7,,1.7,,1.6,,1.6,,2.1,,2.6,,2.4,,2.5,,2.9,,3.9,,0.0,,0.0,
2021,Saint-Amable (2459015) V,2021A00052459015,358,2.0,,1.6,,2.0,,1.8,,2.2,,3.4,,2.3,,2.4,,2.3,,2.3,,1.9,,1.9,,5.2,,5.2,,4.4,,4.7,,4.9,,6.5,,0.0,,0.0,
2021,Varennes (2459020) V,2021A00052459020,359,1.7,,1.4,,1.7,,1.5,,1.7,,2.2,,1.6,,1.7,,1.9,,1.9,,1.7,,1.7,,2.6,,2.6,,2.4,,2.5,,2.9,,3.8,,0.0,,0.0,
2021,Verchères (2459025) MÉ,2021A00052459025,360,2.3,,1.5,,1.9,,1.7,,2.1,,2.9,,2.3,,2.3,,2.7,,2.7,,2.3,,2.3,,0.0,,0.0,,3.3,,3.6,,4.9,,5.2,,0.0,,0.0,
2021,Charlemagne (2460005) V,2021A00052460005,361,2.2,,1.4,,2.1,,1.0,,1.3,,1.9,,1.7,,1.9,,4.0,,4.0,,1.7,,1.7,,1.7,,2.3,,2.7,,2.7,,3.6,,4.2,,0.0,,0.0,
2021,Repentigny (2460013) V,2021A00052460013,362,2.1,,1.8,,1.9,,1.6,,1.9,,2.8,,1.9,,2.0,,2.5,,2.5,,2.0,,2.0,,3.4,,3.6,,2.9,,3.0,,4.0,,5.4,,0.0,,0.0,
2021,Saint-Sulpice (2460020) PE,2021A00052460020,363,2.7,,2.4,,2.4,,2.0,,2.7,,3.1,,2.7,,2.7,,2.7,,2.7,,2.4,,2.4,,0.0,,0.0,,5.2,,5.2,,6.5,,9.6,,0.0,,0.0,
2021,L'Assomption (2460028) V,2021A00052460028,364,2.2,,1.7,,2.0,,1.9,,2.1,,3.1,,2.0,,2.1,,2.6,,2.6,,2.1,,2.1,,3.9,,3.9,,3.8,,3.8,,4.4,,5.5,,0.0,,0.0,
2021,L'Épiphanie (2460037) V,2021A00052460037,365,3.9,,3.6,,3.8,,3.8,,3.8,,5.0,,3.8,,4.0,,5.2,,5.2,,4.2,,4.2,,4.3,,5.1,,5.5,,5.5,,7.1,,8.4,,0.0,,0.0,
2021,Saint-Roch-de-l'Achigan (2463035) MÉ,2021A00052463035,366,3.9,,3.7,,3.7,,3.5,,3.7,,4.2,,3.7,,3.7,,5.1,,5.1,,4.2,,4.2,,4.3,,5.0,,7.6,,7.6,,9.0,,9.7,,0.0,,0.0,
2021,Saint-Lin--Laurentides (2463048) V,2021A00052463048,367,3.3,,3.3,,3.6,,3.5,,3.6,,4.8,,3.6,,3.8,,4.7,,4.7,,3.6,,3.6,,5.1,,5.7,,5.1,,5.4,,6.4,,8.0,,0.0,,0.0,
2021,Terrebonne (2464008) V,2021A00052464008,368,2.2,,1.9,,2.2,,2.0,,2.1,,2.8,,2.1,,2.2,,3.0,,3.0,,2.1,,2.1,,3.6,,4.0,,3.2,,3.3,,3.9,,5.5,,0.0,,0.0,
2021,Mascouche (2464015) V,2021A00052464015,369,2.5,,2.3,,2.5,,2.3,,2.4,,3.3,,2.5,,2.5,,3.0,,3.0,,2.5,,2.5,,3.4,,3.7,,3.7,,3.9,,4.8,,5.7,,0.0,,0.0,
2021,Laval (2465005) V,2021A00052465005,370,2.8,,2.5,,2.8,,2.3,,2.7,,3.7,,2.7,,2.8,,3.6,,3.6,,2.8,,2.8,,5.1,,5.3,,3.7,,3.8,,4.7,,6.3,,0.0,,0.0,
2021,Montréal-Est (2466007) V,2021A00052466007,371,1.7,,1.5,,2.2,,2.0,,1.7,,3.5,,1.7,,2.2,,4.5,,4.5,,2.0,,2.0,,3.2,,3.6,,3.9,,3.9,,5.9,,8.6,,0.0,,0.0,
2021,Montréal (2466023) V,2021A00052466023,372,2.5,,2.1,,2.4,,1.7,,2.3,,4.4,,2.2,,2.5,,3.9,,3.9,,2.5,,2.5,,3.7,,3.9,,3.5,,3.6,,4.9,,6.7,,0.0,,0.0,
2021,Westmount (2466032) V,2021A00052466032,373,1.9,,1.7,,1.7,,0.9,,1.9,,8.8,,1.9,,2.0,,2.1,,2.1,,1.7,,1.7,,3.4,,3.5,,3.2,,3.3,,3.8,,5.7,,0.0,,0.0,
2021,Montréal-Ouest (2466047) V,2021A00052466047,374,1.0,,1.0,,0.8,,0.8,,0.5,,3.4,,0.8,,1.3,,1.8,,1.8,,0.5,,0.5,,0.0,,0.0,,2.8,,2.8,,2.8,,3.1,,0.0,,0.0,
2021,Côte-Saint-Luc (2466058) V,2021A00052466058,375,3.2,,2.9,,3.0,,1.1,,3.1,,5.5,,2.8,,3.1,,4.9,,4.9,,3.3,,3.3,,5.6,,5.9,,4.4,,4.5,,6.3,,7.3,,0.0,,0.0,
2021,Hampstead (2466062) V,2021A00052466062,376,2.4,,2.4,,2.4,,2.0,,2.4,,5.2,,2.6,,2.6,,2.8,,2.8,,2.6,,2.6,,1.9,,1.9,,3.5,,3.5,,4.1,,4.4,,0.0,,0.0,
2021,Mont-Royal (2466072) V,2021A00052466072,377,2.3,,2.1,,2.3,,1.4,,2.0,,4.9,,2.0,,2.3,,2.5,,2.5,,2.3,,2.3,,4.8,,5.2,,2.9,,3.1,,3.2,,4.2,,0.0,,0.0,
2021,Dorval (2466087) V,2021A00052466087,378,1.4,,1.1,,1.0,,0.4,,1.0,,2.5,,1.1,,1.4,,1.8,,1.8,,1.3,,1.3,,3.7,,3.7,,2.2,,2.2,,2.7,,3.7,,0.0,,0.0,
2021,L'Île-Dorval (2466092) V,2021A00052466092,379,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Pointe-Claire (2466097) V,2021A00052466097,380,1.5,,1.2,,1.2,,0.8,,1.2,,2.0,,1.3,,1.4,,1.6,,1.6,,1.3,,1.3,,3.4,,3.4,,2.0,,2.1,,2.6,,3.2,,0.0,,0.0,
2021,Kirkland (2466102) V,2021A00052466102,381,1.6,,1.3,,1.4,,1.2,,1.3,,1.9,,1.4,,1.6,,1.6,,1.6,,1.3,,1.3,,3.2,,5.3,,2.1,,2.2,,2.9,,3.2,,0.0,,0.0,
2021,Beaconsfield (2466107) V,2021A00052466107,382,1.1,,1.0,,1.0,,0.9,,1.1,,1.4,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,3.6,,5.0,,1.9,,2.1,,2.4,,3.3,,0.0,,0.0,
2021,Baie-D'Urfé (2466112) V,2021A00052466112,383,1.1,,1.1,,1.1,,1.1,,1.1,,1.9,,1.1,,1.5,,1.1,,1.1,,1.1,,1.1,,0.0,,0.0,,2.0,,2.0,,2.0,,4.0,,0.0,,0.0,
2021,Sainte-Anne-de-Bellevue (2466117) V,2021A00052466117,384,1.4,,0.9,,0.9,,0.9,,0.9,,2.4,,0.9,,0.9,,1.9,,1.9,,1.0,,1.0,,3.2,,3.7,,2.6,,2.6,,4.3,,4.7,,0.0,,0.0,
2021,Senneville (2466127) VL,2021A00052466127,385,2.9,,2.9,,2.9,,2.9,,2.9,,4.3,,2.9,,2.9,,2.9,,2.9,,2.9,,2.9,,0.0,,0.0,,8.6,,8.6,,8.6,,12.1,,0.0,,0.0,
2021,Dollard-Des Ormeaux (2466142) V,2021A00052466142,386,1.9,,1.7,,1.8,,1.3,,1.8,,3.2,,1.8,,1.8,,2.2,,2.2,,1.8,,1.8,,4.6,,4.9,,2.5,,2.6,,3.3,,4.2,,0.0,,0.0,
2021,Saint-Mathieu (2467005) MÉ,2021A00052467005,387,0.0,,0.0,,0.0,,0.0,,0.0,,2.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.2,,4.3,,0.0,,0.0,
2021,Saint-Philippe (2467010) V,2021A00052467010,388,1.8,,1.2,,1.4,,1.4,,1.6,,4.6,,1.6,,1.6,,1.8,,1.8,,1.4,,1.4,,3.7,,3.7,,2.5,,2.7,,2.9,,5.5,,0.0,,0.0,
2021,La Prairie (2467015) V,2021A00052467015,389,2.2,,1.9,,2.0,,1.6,,1.8,,2.8,,1.9,,1.9,,2.1,,2.1,,2.0,,2.0,,4.8,,4.8,,2.2,,2.4,,2.5,,3.3,,0.0,,0.0,
2021,Candiac (2467020) V,2021A00052467020,390,1.5,,1.5,,1.5,,1.3,,1.4,,2.7,,1.4,,1.6,,1.8,,1.8,,1.6,,1.6,,3.7,,4.0,,2.8,,2.8,,2.5,,3.7,,0.0,,0.0,
2021,Delson (2467025) V,2021A00052467025,391,2.4,,2.2,,2.6,,1.7,,2.6,,3.3,,2.6,,2.6,,2.7,,2.7,,2.7,,2.7,,5.9,,5.9,,2.7,,2.7,,4.0,,5.3,,0.0,,0.0,
2021,Sainte-Catherine (2467030) V,2021A00052467030,392,2.3,,1.7,,2.5,,2.2,,2.0,,2.7,,1.9,,2.0,,2.9,,2.9,,2.2,,2.2,,4.4,,4.4,,2.6,,2.7,,4.0,,5.2,,0.0,,0.0,
2021,Saint-Constant (2467035) V,2021A00052467035,393,1.7,,1.5,,1.6,,1.3,,1.5,,2.4,,1.5,,1.5,,2.0,,2.0,,1.6,,1.6,,3.9,,3.9,,2.6,,2.7,,3.6,,4.8,,0.0,,0.0,
2021,Saint-Isidore (2467040) PE,2021A00052467040,394,2.3,,1.4,,2.9,,2.4,,2.3,,4.2,,2.3,,2.3,,2.8,,2.8,,1.9,,1.9,,9.8,,9.8,,3.2,,3.2,,3.2,,5.1,,0.0,,0.0,
2021,Mercier (2467045) V,2021A00052467045,395,1.7,,1.6,,1.7,,1.3,,1.6,,2.7,,1.4,,1.6,,2.0,,2.0,,1.5,,1.5,,3.4,,3.4,,3.2,,3.2,,3.8,,5.2,,0.0,,0.0,
2021,Châteauguay (2467050) V,2021A00052467050,396,2.5,,2.1,,2.4,,1.9,,2.4,,3.7,,2.1,,2.3,,3.4,,3.4,,2.4,,2.4,,4.2,,4.3,,3.2,,3.4,,5.0,,6.3,,0.0,,0.0,
2021,Léry (2467055) V,2021A00052467055,397,3.5,,2.5,,2.5,,2.0,,2.5,,4.0,,2.5,,3.0,,3.5,,3.5,,3.0,,3.0,,0.0,,0.0,,4.3,,4.3,,5.5,,6.7,,0.0,,0.0,
2021,Kahnawake (2467802) IRI,2021A00052467802,398,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x,,x
2021,Beauharnois (2470022) V,2021A00052470022,399,2.3,,1.7,,2.0,,1.7,,1.7,,2.7,,1.7,,2.0,,3.1,,3.1,,2.3,,2.3,,4.3,,4.3,,3.2,,3.4,,4.6,,6.0,,0.0,,0.0,
2021,Saint-Zotique (2471025) MÉ,2021A00052471025,400,1.9,,1.5,,2.1,,1.5,,1.6,,2.4,,1.5,,1.6,,2.1,,2.1,,1.8,,1.8,,4.7,,4.7,,3.1,,3.1,,3.6,,4.8,,0.0,,0.0,
2021,Les Coteaux (2471033) MÉ,2021A00052471033,401,2.3,,2.1,,2.3,,2.1,,2.3,,3.9,,2.3,,2.3,,2.9,,2.9,,2.5,,2.5,,4.4,,4.4,,3.4,,3.4,,3.7,,5.0,,0.0,,0.0,
2021,Coteau-du-Lac (2471040) V,2021A00052471040,402,1.5,,1.2,,1.6,,1.4,,1.4,,2.2,,1.5,,1.7,,2.1,,2.1,,1.5,,1.5,,4.3,,5.0,,3.2,,3.2,,3.6,,5.0,,0.0,,0.0,
2021,Les Cèdres (2471050) MÉ,2021A00052471050,403,1.1,,0.7,,0.9,,0.9,,1.1,,2.5,,1.1,,1.3,,0.9,,0.9,,1.1,,1.1,,6.8,,8.5,,3.7,,3.7,,3.9,,4.7,,0.0,,0.0,
